id,surah,ayat,terjemah,clean_ayat,topik
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,muamalat
[4.6],An-Nisa',6,Dan ujilah anak yatim itu sampai mereka cukup umur untuk kawin. Kemudian jika menurut pendapatmu mereka telah cerdas (pandai memelihara harta) maka serahkanlah kepada mereka harta-hartanya. Dan janganlah kamu makan harta anak yatim lebih dari batas kepatutan dan (janganlah kamu) tergesa-gesa (membelanjakannya) sebelum mereka dewasa. Barang siapa (di antara pemelihara itu) mampu maka hendaklah ia menahan diri (dari memakan harta anak yatim itu) dan barang siapa miskin maka bolehlah ia makan harta itu menurut yang patut. Kemudian apabila kamu menyerahkan harta kepada mereka maka hendaklah kamu adakan saksi-saksi (tentang penyerahan itu) bagi mereka. Dan cukuplah Allah sebagai Pengawas (atas persaksian itu).,uji anak yatim umur kawin dapat cerdas pandai pelihara harta serah harta harta makan harta anak yatim batas patut gesa gesa belanja dewasa barang pelihara tahan makan harta anak yatim barang miskin makan harta patut serah harta adakan saksi saksi serah allah awas saksi,peradilan dan hakim
[4.7],An-Nisa',7,Bagi laki-laki ada hak bagian dari harta peninggalan ibu-bapak dan kerabatnya dan bagi wanita ada hak bagian (pula) dari harta peninggalan ibu-bapak dan kerabatnya baik sedikit atau banyak menurut bahagian yang telah ditetapkan.,laki laki hak harta tinggal kerabat wanita hak harta tinggal kerabat bahagian tetap,hukum privat
[4.7],An-Nisa',7,Bagi laki-laki ada hak bagian dari harta peninggalan ibu-bapak dan kerabatnya dan bagi wanita ada hak bagian (pula) dari harta peninggalan ibu-bapak dan kerabatnya baik sedikit atau banyak menurut bahagian yang telah ditetapkan.,laki laki hak harta tinggal kerabat wanita hak harta tinggal kerabat bahagian tetap,sejarah
[4.8],An-Nisa',8,Dan apabila sewaktu pembagian itu hadir kerabat anak yatim dan orang miskin maka berilah mereka dari harta itu (sekedarnya) dan ucapkanlah kepada mereka perkataan yang baik.,bagi hadir kerabat anak yatim miskin ilah harta dar ucap kata,akhlaq dan adab
[4.8],An-Nisa',8,Dan apabila sewaktu pembagian itu hadir kerabat anak yatim dan orang miskin maka berilah mereka dari harta itu (sekedarnya) dan ucapkanlah kepada mereka perkataan yang baik.,bagi hadir kerabat anak yatim miskin ilah harta dar ucap kata,alquran
[4.8],An-Nisa',8,Dan apabila sewaktu pembagian itu hadir kerabat anak yatim dan orang miskin maka berilah mereka dari harta itu (sekedarnya) dan ucapkanlah kepada mereka perkataan yang baik.,bagi hadir kerabat anak yatim miskin ilah harta dar ucap kata,hukum privat
[4.8],An-Nisa',8,Dan apabila sewaktu pembagian itu hadir kerabat anak yatim dan orang miskin maka berilah mereka dari harta itu (sekedarnya) dan ucapkanlah kepada mereka perkataan yang baik.,bagi hadir kerabat anak yatim miskin ilah harta dar ucap kata,muamalat
[4.9],An-Nisa',9,Dan hendaklah takut kepada Allah orang-orang yang seandainya meninggalkan di belakang mereka anak-anak yang lemah yang mereka khawatir terhadap (kesejahteraan) mereka. Oleh sebab itu hendaklah mereka bertakwa kepada Allah dan hendaklah mereka mengucapkan perkataan yang benar.,takut allah anda tinggal anak anak lemah khawatir sejahtera takwa allah kata,akhlaq dan adab
[4.10],An-Nisa',10,Sesungguhnya orang-orang yang memakan harta anak yatim secara zalim sebenarnya mereka itu menelan api sepenuh perutnya dan mereka akan masuk ke dalam api yang menyala-nyala (neraka).,sungguh makan harta anak yatim zalim tel api sepenuh perut masuk api nyala nyala neraka,hukum privat
[4.10],An-Nisa',10,Sesungguhnya orang-orang yang memakan harta anak yatim secara zalim sebenarnya mereka itu menelan api sepenuh perutnya dan mereka akan masuk ke dalam api yang menyala-nyala (neraka).,sungguh makan harta anak yatim zalim tel api sepenuh perut masuk api nyala nyala neraka,muamalat
[4.11],An-Nisa',11,Allah mensyariatkan bagimu tentang (pembagian pusaka untuk) anak-anakmu. Yaitu: bahagian seorang anak lelaki sama dengan bahagian dua orang anak perempuan dan jika anak itu semuanya perempuan lebih dari dua maka bagi mereka dua pertiga dari harta yang ditinggalkan jika anak perempuan itu seorang saja maka ia memperoleh separo harta. Dan untuk dua orang ibu-bapak bagi masing-masingnya seperenam dari harta yang ditinggalkan jika yang meninggal itu mempunyai anak jika orang yang meninggal tidak mempunyai anak dan ia diwarisi oleh ibu-bapaknya (saja) maka ibunya mendapat sepertiga jika yang meninggal itu mempunyai beberapa saudara maka ibunya mendapat seperenam. (Pembagian-pembagian tersebut di atas) sesudah dipenuhi wasiat yang ia buat atau (dan) sesudah dibayar utangnya. (Tentang) orang tuamu dan anak-anakmu kamu tidak mengetahui siapa di antara mereka yang lebih dekat (banyak) manfaatnya bagimu. Ini adalah ketetapan dari Allah. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.,allah syariat bagi bagi pusaka anak anak bahagian anak lelaki bahagian anak perempuan anak perempuan tiga harta tinggal anak perempuan oleh paruh harta masingnya enam harta tinggal tinggal anak tinggal anak waris bapak ibu tiga tinggal saudara ibu enam bagi bagi penuh wasiat bayar utang tua anak anak manfaat bagi tetap allah sungguh allah maha maha bijaksana,hukum privat
[4.11],An-Nisa',11,Allah mensyariatkan bagimu tentang (pembagian pusaka untuk) anak-anakmu. Yaitu: bahagian seorang anak lelaki sama dengan bahagian dua orang anak perempuan dan jika anak itu semuanya perempuan lebih dari dua maka bagi mereka dua pertiga dari harta yang ditinggalkan jika anak perempuan itu seorang saja maka ia memperoleh separo harta. Dan untuk dua orang ibu-bapak bagi masing-masingnya seperenam dari harta yang ditinggalkan jika yang meninggal itu mempunyai anak jika orang yang meninggal tidak mempunyai anak dan ia diwarisi oleh ibu-bapaknya (saja) maka ibunya mendapat sepertiga jika yang meninggal itu mempunyai beberapa saudara maka ibunya mendapat seperenam. (Pembagian-pembagian tersebut di atas) sesudah dipenuhi wasiat yang ia buat atau (dan) sesudah dibayar utangnya. (Tentang) orang tuamu dan anak-anakmu kamu tidak mengetahui siapa di antara mereka yang lebih dekat (banyak) manfaatnya bagimu. Ini adalah ketetapan dari Allah. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.,allah syariat bagi bagi pusaka anak anak bahagian anak lelaki bahagian anak perempuan anak perempuan tiga harta tinggal anak perempuan oleh paruh harta masingnya enam harta tinggal tinggal anak tinggal anak waris bapak ibu tiga tinggal saudara ibu enam bagi bagi penuh wasiat bayar utang tua anak anak manfaat bagi tetap allah sungguh allah maha maha bijaksana,iman
[4.11],An-Nisa',11,Allah mensyariatkan bagimu tentang (pembagian pusaka untuk) anak-anakmu. Yaitu: bahagian seorang anak lelaki sama dengan bahagian dua orang anak perempuan dan jika anak itu semuanya perempuan lebih dari dua maka bagi mereka dua pertiga dari harta yang ditinggalkan jika anak perempuan itu seorang saja maka ia memperoleh separo harta. Dan untuk dua orang ibu-bapak bagi masing-masingnya seperenam dari harta yang ditinggalkan jika yang meninggal itu mempunyai anak jika orang yang meninggal tidak mempunyai anak dan ia diwarisi oleh ibu-bapaknya (saja) maka ibunya mendapat sepertiga jika yang meninggal itu mempunyai beberapa saudara maka ibunya mendapat seperenam. (Pembagian-pembagian tersebut di atas) sesudah dipenuhi wasiat yang ia buat atau (dan) sesudah dibayar utangnya. (Tentang) orang tuamu dan anak-anakmu kamu tidak mengetahui siapa di antara mereka yang lebih dekat (banyak) manfaatnya bagimu. Ini adalah ketetapan dari Allah. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.,allah syariat bagi bagi pusaka anak anak bahagian anak lelaki bahagian anak perempuan anak perempuan tiga harta tinggal anak perempuan oleh paruh harta masingnya enam harta tinggal tinggal anak tinggal anak waris bapak ibu tiga tinggal saudara ibu enam bagi bagi penuh wasiat bayar utang tua anak anak manfaat bagi tetap allah sungguh allah maha maha bijaksana,muamalat
[4.12],An-Nisa',12,Dan bagimu (suami-suami) seperdua dari harta yang ditinggalkan oleh istri-istrimu jika mereka tidak mempunyai anak. Jika istri-istrimu itu mempunyai anak maka kamu mendapat seperempat dari harta yang ditinggalkannya sesudah dipenuhi wasiat yang mereka buat atau (dan) sesudah dibayar utangnya. Para istri memperoleh seperempat harta yang kamu tinggalkan jika kamu tidak mempunyai anak. Jika kamu mempunyai anak maka para istri memperoleh seperdelapan dari harta yang kamu tinggalkan sesudah dipenuhi wasiat yang kamu buat atau (dan) sesudah dibayar utang-utangmu. Jika seseorang mati baik laki-laki maupun perempuan yang tidak meninggalkan ayah dan tidak meninggalkan anak tetapi mempunyai seorang saudara laki-laki (seibu saja) atau seorang saudara perempuan (seibu saja) maka bagi masing-masing dari kedua jenis saudara itu seperenam harta. Tetapi jika saudara-saudara seibu itu lebih dari seorang maka mereka bersekutu dalam yang sepertiga itu sesudah dipenuhi wasiat yang dibuat olehnya atau sesudah dibayar hutangnya dengan tidak memberi mudarat (kepada ahli waris). (Allah menetapkan yang demikian itu sebagai) syariat yang benar-benar dari Allah dan Allah Maha Mengetahui lagi Maha Penyantun.,bagi suami suami dua harta tinggal istri istri anak istri istri anak empat harta tinggal penuh wasiat bayar utang istri oleh empat harta tinggal anak anak istri oleh delap harta tinggal penuh wasiat bayar hutang utang mati laki laki perempuan tinggal ayah tinggal anak saudara laki laki ibu saudara perempuan ibu jenis saudara enam harta saudara saudara ibu sekutu tiga penuh wasiat bayar hutang mudarat ahli waris allah tetap syariat allah allah maha maha santun,hukum privat
[4.12],An-Nisa',12,Dan bagimu (suami-suami) seperdua dari harta yang ditinggalkan oleh istri-istrimu jika mereka tidak mempunyai anak. Jika istri-istrimu itu mempunyai anak maka kamu mendapat seperempat dari harta yang ditinggalkannya sesudah dipenuhi wasiat yang mereka buat atau (dan) sesudah dibayar utangnya. Para istri memperoleh seperempat harta yang kamu tinggalkan jika kamu tidak mempunyai anak. Jika kamu mempunyai anak maka para istri memperoleh seperdelapan dari harta yang kamu tinggalkan sesudah dipenuhi wasiat yang kamu buat atau (dan) sesudah dibayar utang-utangmu. Jika seseorang mati baik laki-laki maupun perempuan yang tidak meninggalkan ayah dan tidak meninggalkan anak tetapi mempunyai seorang saudara laki-laki (seibu saja) atau seorang saudara perempuan (seibu saja) maka bagi masing-masing dari kedua jenis saudara itu seperenam harta. Tetapi jika saudara-saudara seibu itu lebih dari seorang maka mereka bersekutu dalam yang sepertiga itu sesudah dipenuhi wasiat yang dibuat olehnya atau sesudah dibayar hutangnya dengan tidak memberi mudarat (kepada ahli waris). (Allah menetapkan yang demikian itu sebagai) syariat yang benar-benar dari Allah dan Allah Maha Mengetahui lagi Maha Penyantun.,bagi suami suami dua harta tinggal istri istri anak istri istri anak empat harta tinggal penuh wasiat bayar utang istri oleh empat harta tinggal anak anak istri oleh delap harta tinggal penuh wasiat bayar hutang utang mati laki laki perempuan tinggal ayah tinggal anak saudara laki laki ibu saudara perempuan ibu jenis saudara enam harta saudara saudara ibu sekutu tiga penuh wasiat bayar hutang mudarat ahli waris allah tetap syariat allah allah maha maha santun,iman
[4.12],An-Nisa',12,Dan bagimu (suami-suami) seperdua dari harta yang ditinggalkan oleh istri-istrimu jika mereka tidak mempunyai anak. Jika istri-istrimu itu mempunyai anak maka kamu mendapat seperempat dari harta yang ditinggalkannya sesudah dipenuhi wasiat yang mereka buat atau (dan) sesudah dibayar utangnya. Para istri memperoleh seperempat harta yang kamu tinggalkan jika kamu tidak mempunyai anak. Jika kamu mempunyai anak maka para istri memperoleh seperdelapan dari harta yang kamu tinggalkan sesudah dipenuhi wasiat yang kamu buat atau (dan) sesudah dibayar utang-utangmu. Jika seseorang mati baik laki-laki maupun perempuan yang tidak meninggalkan ayah dan tidak meninggalkan anak tetapi mempunyai seorang saudara laki-laki (seibu saja) atau seorang saudara perempuan (seibu saja) maka bagi masing-masing dari kedua jenis saudara itu seperenam harta. Tetapi jika saudara-saudara seibu itu lebih dari seorang maka mereka bersekutu dalam yang sepertiga itu sesudah dipenuhi wasiat yang dibuat olehnya atau sesudah dibayar hutangnya dengan tidak memberi mudarat (kepada ahli waris). (Allah menetapkan yang demikian itu sebagai) syariat yang benar-benar dari Allah dan Allah Maha Mengetahui lagi Maha Penyantun.,bagi suami suami dua harta tinggal istri istri anak istri istri anak empat harta tinggal penuh wasiat bayar utang istri oleh empat harta tinggal anak anak istri oleh delap harta tinggal penuh wasiat bayar hutang utang mati laki laki perempuan tinggal ayah tinggal anak saudara laki laki ibu saudara perempuan ibu jenis saudara enam harta saudara saudara ibu sekutu tiga penuh wasiat bayar hutang mudarat ahli waris allah tetap syariat allah allah maha maha santun,muamalat
[4.13],An-Nisa',13,(Hukum-hukum tersebut) itu adalah ketentuan-ketentuan dari Allah. Barang siapa taat kepada Allah dan Rasul-Nya niscaya Allah memasukkannya ke dalam surga yang mengalir di dalamnya sungai-sungai sedang mereka kekal di dalamnya dan itulah kemenangan yang besar.,hukum hukum tentu tentu allah barang taat allah rasul niscaya allah masuk surga alir dalam sungai sungai kekal dalam menang,alquran
[4.13],An-Nisa',13,(Hukum-hukum tersebut) itu adalah ketentuan-ketentuan dari Allah. Barang siapa taat kepada Allah dan Rasul-Nya niscaya Allah memasukkannya ke dalam surga yang mengalir di dalamnya sungai-sungai sedang mereka kekal di dalamnya dan itulah kemenangan yang besar.,hukum hukum tentu tentu allah barang taat allah rasul niscaya allah masuk surga alir dalam sungai sungai kekal dalam menang,ilmu
[4.13],An-Nisa',13,(Hukum-hukum tersebut) itu adalah ketentuan-ketentuan dari Allah. Barang siapa taat kepada Allah dan Rasul-Nya niscaya Allah memasukkannya ke dalam surga yang mengalir di dalamnya sungai-sungai sedang mereka kekal di dalamnya dan itulah kemenangan yang besar.,hukum hukum tentu tentu allah barang taat allah rasul niscaya allah masuk surga alir dalam sungai sungai kekal dalam menang,iman
[4.14],An-Nisa',14,Dan barang siapa yang mendurhakai Allah dan Rasul-Nya dan melanggar ketentuan-ketentuan-Nya niscaya Allah memasukkannya ke dalam api neraka sedang ia kekal di dalamnya dan baginya siksa yang menghinakan.,barang durhaka allah rasul langgar tentu tentu niscaya allah masuk api neraka kekal dalam bagi siksa hina,iman
[4.15],An-Nisa',15,Dan (terhadap) para wanita yang mengerjakan perbuatan keji hendaklah ada empat orang saksi di antara kamu (yang menyaksikannya). Kemudian apabila mereka telah memberi persaksian maka kurunglah mereka (wanita-wanita itu) dalam rumah sampai mereka menemui ajalnya atau sampai Allah memberi jalan yang lain kepadanya.,wanita buat keji saksi saksi saksi kurung wanita wanita rumah temu ajal allah jalan,alquran
[4.15],An-Nisa',15,Dan (terhadap) para wanita yang mengerjakan perbuatan keji hendaklah ada empat orang saksi di antara kamu (yang menyaksikannya). Kemudian apabila mereka telah memberi persaksian maka kurunglah mereka (wanita-wanita itu) dalam rumah sampai mereka menemui ajalnya atau sampai Allah memberi jalan yang lain kepadanya.,wanita buat keji saksi saksi saksi kurung wanita wanita rumah temu ajal allah jalan,hukum pidana jinayah
[4.15],An-Nisa',15,Dan (terhadap) para wanita yang mengerjakan perbuatan keji hendaklah ada empat orang saksi di antara kamu (yang menyaksikannya). Kemudian apabila mereka telah memberi persaksian maka kurunglah mereka (wanita-wanita itu) dalam rumah sampai mereka menemui ajalnya atau sampai Allah memberi jalan yang lain kepadanya.,wanita buat keji saksi saksi saksi kurung wanita wanita rumah temu ajal allah jalan,peradilan dan hakim
